,cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
6881,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,8/26/2016,9/15/2016,Ipsos,A-,347,lv,0.0019122,40.55,49.46,,,40.40067,50.25472,,,,http://www.reuters.com/statesofthenation/,45844,71608,9/16/16,09:24:53  8 Nov 2016
6883,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Washington,8/9/2016,9/1/2016,SurveyMonkey,C-,722,rv,0.0018864,41.0,31.0,16.0,,43.40347,36.81193,8.949005,,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45389,70595,9/6/16,09:24:53  8 Nov 2016
6884,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Montana,8/19/2016,9/8/2016,Ipsos,A-,114,lv,0.00187,29.77,60.2,,,28.23259,59.92432,,,,http://www.reuters.com/statesofthenation/,45664,71233,9/10/16,09:24:53  8 Nov 2016
6885,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,9/7/2016,9/13/2016,Google Consumer Surveys,B,94,lv,0.0018486,36.13,35.28,8.96,,43.90821,44.20785,4.861152,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45791,71475,9/14/16,09:24:53  8 Nov 2016
6887,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,9/14/2016,9/20/2016,Google Consumer Surveys,B,202,lv,0.0018389,29.11,41.65,6.77,,36.73918,50.29164,2.862917,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45977,71864,9/22/16,09:24:53  8 Nov 2016
6888,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,9/2/2016,9/15/2016,Ipsos,A-,372,lv,0.0018336,33.33,53.13,,,32.18204,52.68653,,,,http://www.reuters.com/statesofthenation/,45843,71607,9/16/16,09:24:53  8 Nov 2016
6890,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,9/14/2016,9/20/2016,Google Consumer Surveys,B,216,lv,0.0018287,30.14,29.76,17.9,,37.80177,38.44417,13.99292,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45980,71867,9/22/16,09:24:53  8 Nov 2016
6891,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,9/2/2016,9/15/2016,Ipsos,A-,351,lv,0.0018213,35.77,53.43,,,35.35223,53.72733,,,,http://www.reuters.com/statesofthenation/,45854,71618,9/16/16,09:24:53  8 Nov 2016
6892,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,8/31/2016,9/6/2016,Google Consumer Surveys,B,69,lv,0.0018208,22.38,46.76,9.73,,30.28315,56.09151,5.446805,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45489,70807,9/9/16,09:24:53  8 Nov 2016
6893,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Jersey,5/18/2016,5/22/2016,Fairleigh Dickinson University (PublicMind),A,702,rv,0.0018124,48.0,37.0,,,49.67638,41.18516,,,,http://view2.fdu.edu/publicmind/2016/160525/,44143,66049,5/25/16,09:24:53  8 Nov 2016
6894,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,9/27/2016,10/3/2016,Google Consumer Surveys,B,840,lv,0.0018087,37.4,37.06,6.39,,44.04289,45.5871,3.021504,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46497,72695,10/5/16,09:24:53  8 Nov 2016
6895,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,8/31/2016,9/6/2016,Google Consumer Surveys,B,86,lv,0.0018054,18.06,44.22,9.4,,26.04756,53.67194,5.116806,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45440,70758,9/9/16,09:24:53  8 Nov 2016
6896,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/17/2016,10/25/2016,SurveyMonkey,C-,2765,lv,0.0018023,47.0,44.0,5.0,,45.55861,45.73534,1.224682,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47482,74274,10/26/16,09:24:53  8 Nov 2016
6898,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,9/27/2016,10/3/2016,Google Consumer Surveys,B,691,lv,0.0017876,43.01,27.71,8.4,,49.77693,36.49774,5.031504,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46507,72705,10/5/16,09:24:53  8 Nov 2016
6899,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,8/26/2016,9/15/2016,Ipsos,A-,456,lv,0.0017856,47.21,37.48,,,47.18805,38.42437,,,,http://www.reuters.com/statesofthenation/,45837,71601,9/16/16,09:24:53  8 Nov 2016
6900,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Montana,9/7/2016,9/13/2016,Google Consumer Surveys,B,175,lv,0.0017813,27.8,34.93,8.95,,35.68198,43.99694,4.851151,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45768,71452,9/14/16,09:24:53  8 Nov 2016
6901,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Jersey,9/27/2016,10/3/2016,Google Consumer Surveys,B,701,lv,0.001773,41.69,32.62,4.98,,48.44115,41.37459,1.611504,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46490,72688,10/5/16,09:24:53  8 Nov 2016
6902,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,District of Columbia,8/31/2016,9/6/2016,Google Consumer Surveys,B,66,lv,0.0017729,47.85,21.78,8.68,,56.18393,31.72613,4.396806,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45687,71256,9/10/16,09:24:53  8 Nov 2016
6903,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,8/31/2016,9/6/2016,Google Consumer Surveys,B,123,lv,0.0017667,37.37,30.62,7.68,,45.11989,39.73285,3.396806,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45447,70765,9/9/16,09:24:53  8 Nov 2016
6907,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Rhode Island,8/24/2016,8/30/2016,Google Consumer Surveys,B,85,lv,0.0017495,38.94,19.93,12.98,,47.22565,30.19888,8.665009,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45529,70914,9/9/16,09:24:53  8 Nov 2016
6909,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,9/14/2016,9/20/2016,Google Consumer Surveys,B,198,lv,0.0017487,27.82,44.2,8.45,,35.28672,52.62961,4.542917,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45984,71871,9/22/16,09:24:53  8 Nov 2016
6910,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Montana,7/29/2016,8/18/2016,Ipsos,A-,100,lv,0.0017448,39.93,46.87,,,38.15483,47.29985,,,,http://www.reuters.com/statesofthenation,44963,68996,8/24/16,09:24:53  8 Nov 2016
6911,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,6/27/2016,6/28/2016,Gravis Marketing,B-,1270,rv,0.0017415,49.0,47.5,,,49.35362,48.80865,,,*,http://www.oann.com/pollohio/,44490,67666,7/1/16,09:24:53  8 Nov 2016
6913,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,6/11/2016,6/20/2016,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,0.0017223,41.0,41.0,10.0,,43.26869,46.58563,5.432742,,,http://www.wvwvaf.org/wp-content/uploads/2016/06/Dcorps_WV_BG_06.30.16_for-release.pdf,44478,67610,6/30/16,09:24:53  8 Nov 2016
6914,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,9/14/2016,9/20/2016,Google Consumer Surveys,B,259,lv,0.0017202,25.28,53.54,0.98,,32.58818,61.76267,-2.927083,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45966,71853,9/22/16,09:24:53  8 Nov 2016
6915,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,9/9/2016,9/15/2016,Ipsos,A-,435,lv,0.0017157,47.35,37.51,,,47.31141,38.09579,,,,http://www.reuters.com/statesofthenation/,45871,71635,9/16/16,09:24:53  8 Nov 2016
6916,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,9/21/2016,9/26/2016,Google Consumer Surveys,B,349,lv,0.0017091,40.59,28.62,7.01,,47.79713,36.98228,3.34315,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46254,72313,9/28/16,09:24:53  8 Nov 2016
6917,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,9/27/2016,10/3/2016,Google Consumer Surveys,B,871,lv,0.0017004,36.04,33.55,6.43,,42.74393,42.20536,3.061504,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46494,72692,10/5/16,09:24:53  8 Nov 2016
6918,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,California,9/16/2016,9/22/2016,Ipsos,A-,705,lv,0.0016995,60.01,28.38,,,60.1882,29.10082,,,,http://www.reuters.com/statesofthenation/,46059,72051,9/26/16,09:24:53  8 Nov 2016
6920,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,9/21/2016,9/26/2016,Google Consumer Surveys,B,399,lv,0.0016931,49.68,22.87,6.94,,57.39749,31.9664,3.27315,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46253,72312,9/28/16,09:24:53  8 Nov 2016
6922,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arkansas,6/21/2016,6/21/2016,Hendrix College,C+,751,rv,0.0016668,36.0,47.0,8.0,,38.99126,51.76563,4.791231,,,http://talkbusiness.net/2016/06/tbp-hendrix-poll-trump-holds-lead-over-clinton-in-arkansas/,44417,67398,6/26/16,09:24:53  8 Nov 2016
6923,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,9/7/2016,9/13/2016,Google Consumer Surveys,B,51,lv,0.0016544,23.35,41.15,8.44,,31.25766,50.25136,4.341151,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45742,71426,9/14/16,09:24:53  8 Nov 2016
6924,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,9/2/2016,9/15/2016,Ipsos,A-,502,lv,0.0016452,46.37,43.72,,,46.40102,44.42618,,,,http://www.reuters.com/statesofthenation/,45862,71626,9/16/16,09:24:53  8 Nov 2016
6928,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,9/21/2016,9/26/2016,Google Consumer Surveys,B,347,lv,0.0016346,44.09,28.75,6.08,,51.53121,37.44898,2.41315,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46271,72330,9/28/16,09:24:53  8 Nov 2016
6929,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,8/9/2016,9/1/2016,SurveyMonkey,C-,741,rv,0.0016329,30.0,43.0,17.0,,32.27839,48.59814,9.949006,,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45358,70564,9/6/16,09:24:53  8 Nov 2016
6930,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,9/7/2016,9/13/2016,Google Consumer Surveys,B,165,lv,0.0016237,11.78,42.37,17.29,,19.59535,51.34763,13.19115,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45755,71439,9/14/16,09:24:53  8 Nov 2016
6931,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,8/31/2016,9/6/2016,Google Consumer Surveys,B,78,lv,0.0016211,34.78,20.7,15.6,,43.0462,30.54949,11.31681,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45469,70787,9/9/16,09:24:53  8 Nov 2016
6933,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,9/27/2016,10/3/2016,Google Consumer Surveys,B,1270,lv,0.0016078,34.54,42.36,5.93,,41.23265,50.99165,2.561504,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46468,72666,10/5/16,09:24:53  8 Nov 2016
6934,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,9/2/2016,9/15/2016,Ipsos,A-,361,lv,0.0016001,53.13,29.03,,,53.22341,29.83105,,,,http://www.reuters.com/statesofthenation/,45849,71613,9/16/16,09:24:53  8 Nov 2016
6935,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,8/26/2016,9/15/2016,Ipsos,A-,374,lv,0.0015983,34.25,54.2,,,34.53528,55.25311,,,,http://www.reuters.com/statesofthenation/,45847,71611,9/16/16,09:24:53  8 Nov 2016
6936,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,6/9/2016,6/10/2016,Public Policy Polling,B+,630,v,0.0015895,44.0,41.0,,,44.24902,43.21534,,,,http://www.desmoinesregister.com/story/news/politics/2016/06/16/poll-shows-clinton-grassley-leading-iowa/85947420/,44347,66999,6/16/16,09:24:53  8 Nov 2016
6937,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,8/26/2016,9/15/2016,Ipsos,A-,313,lv,0.0015839,32.12,53.18,,,30.9617,52.85831,,,,http://www.reuters.com/statesofthenation/,45864,71628,9/16/16,09:24:53  8 Nov 2016
6938,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,8/19/2016,9/8/2016,Ipsos,A-,101,lv,0.0015798,45.64,23.53,,,45.44915,24.49329,,,,http://www.reuters.com/statesofthenation/,45647,71216,9/10/16,09:24:53  8 Nov 2016
6940,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Tennessee,4/25/2016,5/11/2016,Princeton Survey Research Associates International,B+,1001,rv,0.0015563,35.0,44.0,,,35.46437,48.07243,,,,http://big.assets.huffingtonpost.com/VanderbiltTNSpring2016_FinalTopline0512.pdf,44087,65967,5/20/16,09:24:53  8 Nov 2016
6941,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Vermont,8/31/2016,9/6/2016,Google Consumer Surveys,B,66,lv,0.001549,43.01,12.63,12.97,,51.18328,22.34692,8.686807,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45485,70803,9/9/16,09:24:53  8 Nov 2016
6942,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,8/26/2016,9/15/2016,Ipsos,A-,392,lv,0.0015487,40.11,52.94,,,40.02345,53.59751,,,,http://www.reuters.com/statesofthenation/,45832,71596,9/16/16,09:24:53  8 Nov 2016
6943,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,4/29/2016,5/1/2016,Public Policy Polling,B+,1201,v,0.0015431,30.0,57.0,,,29.20113,58.99153,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_WV_50316.pdf,44019,65316,5/4/16,09:24:53  8 Nov 2016
6944,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,8/19/2016,9/8/2016,Ipsos,A-,167,lv,0.0015384,30.1,55.85,,,29.52341,56.50021,,,,http://www.reuters.com/statesofthenation/,45650,71219,9/10/16,09:24:53  8 Nov 2016
6945,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Tennessee,9/2/2016,9/15/2016,Ipsos,A-,410,lv,0.001537,26.46,49.74,,,26.68731,50.68331,,,,http://www.reuters.com/statesofthenation/,45868,71632,9/16/16,09:24:53  8 Nov 2016
6947,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Illinois,9/27/2016,10/3/2016,Google Consumer Surveys,B,1116,lv,0.0015246,42.41,25.35,6.8,,49.09828,33.97247,3.431504,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46473,72671,10/5/16,09:24:53  8 Nov 2016
6948,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,6/24/2016,6/28/2016,American Research Group,C+,533,rv,0.0015176,47.0,42.0,,,47.69202,43.88934,,,,http://americanresearchgroup.com/pres2016/nh16-1.html,44458,67512,6/29/16,09:24:53  8 Nov 2016
6949,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,9/14/2016,9/20/2016,Google Consumer Surveys,B,366,lv,0.0015122,29.61,40.67,7.07,,37.1246,49.16209,3.162917,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45965,71852,9/22/16,09:24:53  8 Nov 2016
6951,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,9/2/2016,9/15/2016,Ipsos,A-,537,lv,0.0015021,43.91,33.76,,,43.34031,33.97354,,,,http://www.reuters.com/statesofthenation/,45852,71616,9/16/16,09:24:53  8 Nov 2016
6953,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Washington,9/2/2016,9/15/2016,Ipsos,A-,460,lv,0.0014908,46.81,36.92,,,46.80937,37.73839,,,,http://www.reuters.com/statesofthenation/,45872,71636,9/16/16,09:24:53  8 Nov 2016
6954,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,8/19/2016,9/8/2016,Ipsos,A-,137,lv,0.0014809,39.41,54.04,,,39.39814,55.23548,,,,http://www.reuters.com/statesofthenation/,45682,71251,9/10/16,09:24:53  8 Nov 2016
6955,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,7/13/2016,7/15/2016,YouGov,B,1104,lv,0.0014728,44.0,40.0,5.0,,47.75201,44.17365,2.665577,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/avb7831q36/ForRelease_OH_20160717.pdf,44610,68016,7/17/16,09:24:53  8 Nov 2016
6956,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Illinois,9/9/2016,9/15/2016,Ipsos,A-,432,lv,0.0014724,51.5,36.18,,,51.64177,36.96386,,,,http://www.reuters.com/statesofthenation/,45842,71606,9/16/16,09:24:53  8 Nov 2016
6959,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,9/2/2016,9/15/2016,Ipsos,A-,421,lv,0.0014695,40.11,43.13,,,39.25656,43.07212,,,,http://www.reuters.com/statesofthenation/,45836,71600,9/16/16,09:24:53  8 Nov 2016
6960,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,9/14/2016,9/20/2016,Google Consumer Surveys,B,246,lv,0.0014666,41.3,29.59,7.37,,48.95637,38.26713,3.462917,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45964,71851,9/22/16,09:24:53  8 Nov 2016
6961,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,9/14/2016,9/20/2016,Google Consumer Surveys,B,307,lv,0.0014459,39.0,31.8,6.07,,46.76567,40.61979,2.162917,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45953,71840,9/22/16,09:24:53  8 Nov 2016
6962,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,8/26/2016,9/8/2016,Ipsos,A-,743,lv,0.001442,50.38,37.08,,,50.36795,38.02437,,,,http://www.reuters.com/statesofthenation/,45680,71249,9/10/16,09:24:53  8 Nov 2016
6963,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,8/19/2016,9/8/2016,Ipsos,A-,164,lv,0.0014243,49.02,35.71,,,48.55715,36.66427,,,,http://www.reuters.com/statesofthenation/,45667,71236,9/10/16,09:24:53  8 Nov 2016
6965,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,8/9/2016,9/1/2016,SurveyMonkey,C-,2428,rv,0.0014096,37.0,37.0,16.0,,39.33897,42.70168,8.949005,,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45348,70554,9/6/16,09:24:53  8 Nov 2016
6968,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,5/18/2016,5/22/2016,Zogby Interactive/JZ Analytics,C-,679,lv,0.0013965,38.0,33.0,6.0,,41.03541,39.42598,3.251011,,,http://zogbyanalytics.com/news/747-ohio-likely-voters-choose-clinton-and-sanders-over-trump,44146,66174,6/6/16,09:24:53  8 Nov 2016
6969,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Texas,9/27/2016,10/3/2016,Google Consumer Surveys,B,1000,lv,0.0013918,33.42,40.37,8.06,,40.08092,48.93499,4.691505,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46502,72700,10/5/16,09:24:53  8 Nov 2016
6970,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,8/19/2016,9/8/2016,Ipsos,A-,155,lv,0.0013887,35.29,58.25,,,35.74337,59.66361,,,,http://www.reuters.com/statesofthenation/,45662,71231,9/10/16,09:24:53  8 Nov 2016
6971,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arkansas,9/7/2016,9/13/2016,Google Consumer Surveys,B,175,lv,0.0013847,34.5,35.13,7.02,,42.13601,43.86725,2.921151,,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45744,71428,9/14/16,09:24:53  8 Nov 2016
6972,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,8/9/2016,9/1/2016,SurveyMonkey,C-,2468,rv,0.0013781,43.0,36.0,13.0,,45.10699,41.30518,5.949005,,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45388,70594,9/6/16,09:24:53  8 Nov 2016
6973,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,9/16/2016,9/22/2016,Ipsos,A-,387,lv,0.00136,45.69,46.46,,,45.6612,46.93567,,,,http://www.reuters.com/statesofthenation/,46090,72082,9/26/16,09:24:53  8 Nov 2016
6974,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,9/21/2016,9/26/2016,Google Consumer Surveys,B,530,lv,0.0013598,36.67,31.48,10.22,,44.08356,40.13922,6.55315,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46239,72298,9/28/16,09:24:53  8 Nov 2016
6975,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Tennessee,9/14/2016,9/20/2016,Google Consumer Surveys,B,493,lv,0.0013579,28.63,41.49,9.14,,36.13315,49.96715,5.232917,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45990,71877,9/22/16,09:24:53  8 Nov 2016
6976,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,9/2/2016,9/15/2016,Ipsos,A-,533,lv,0.0013572,42.89,39.63,,,42.99486,40.51183,,,,http://www.reuters.com/statesofthenation/,45874,71638,9/16/16,09:24:53  8 Nov 2016
6978,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,9/21/2016,9/26/2016,Google Consumer Surveys,B,546,lv,0.001347,40.36,32.04,7.92,,47.57539,40.41416,4.25315,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46279,72338,9/28/16,09:24:53  8 Nov 2016
6979,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,9/14/2016,9/20/2016,Google Consumer Surveys,B,368,lv,0.0013423,33.23,40.95,7.28,,40.53526,49.16886,3.372917,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45988,71875,9/22/16,09:24:53  8 Nov 2016
6980,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,9/21/2016,9/26/2016,Google Consumer Surveys,B,547,lv,0.0013403,37.46,28.24,8.74,,44.84462,36.85759,5.07315,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46257,72316,9/28/16,09:24:53  8 Nov 2016
6981,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Illinois,6/5/2016,6/6/2016,We Ask America,C,1231,rv,0.0013366,47.0,35.0,7.0,,50.03223,39.42157,3.394186,,,http://www.rebootillinois.com/2016/06/10/featured-articles/richmiller/capitol-fax-poll-voters-blame-michael-madigan-for-budget-mess/59655/,44219,66455,6/13/16,09:24:53  8 Nov 2016
6982,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New York,8/9/2016,9/1/2016,SurveyMonkey,C-,1405,rv,0.0013336,51.0,31.0,8.0,,53.22009,36.49849,0.9490054,,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45374,70580,9/6/16,09:24:53  8 Nov 2016
6983,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,9/16/2016,9/22/2016,Ipsos,A-,811,lv,0.0013258,49.08,45.16,,,49.67591,46.28282,,,,http://www.reuters.com/statesofthenation/,46063,72055,9/26/16,09:24:53  8 Nov 2016
6984,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,9/2/2016,9/15/2016,Ipsos,A-,488,lv,0.0013169,53.07,31.09,,,53.24101,32.186,,,,http://www.reuters.com/statesofthenation/,45850,71614,9/16/16,09:24:53  8 Nov 2016
